,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,1441,1370.0,3.022432327270508
2,1445,1385.875,3.558635711669922
3,1439,1378.125,3.993988037109375
4,1428,1364.375,3.0248165130615234
5,1405,1352.625,3.465414047241211
6,1400,1364.5,4.021406173706055
7,1413,1357.25,3.628969192504883
8,1411,1370.25,2.991199493408203
9,1416,1352.25,2.5055408477783203
10,1442,1385.375,3.5109519958496094
11,1391,1364.0,3.559112548828125
12,1451,1388.125,4.024267196655273
13,1440,1387.375,2.994060516357422
14,1435,1359.75,4.496097564697266
15,1413,1378.375,3.0214786529541016
16,1436,1353.125,2.5801658630371094
17,1443,1384.5,2.9935836791992188
18,1442,1370.25,3.9920806884765625
19,1448,1365.625,4.399776458740234
20,1441,1365.375,3.030061721801758
21,1446,1378.5,3.5123825073242188
22,1410,1369.125,4.024982452392578
23,1434,1387.625,3.5479068756103516
24,1438,1372.375,3.0241012573242188
25,1435,1392.75,3.569364547729492
26,1441,1391.25,4.020929336547852
27,1433,1378.375,2.633810043334961
28,1424,1399.875,2.994060516357422
29,1417,1350.125,4.582881927490234
30,1418,1359.75,3.247976303100586
31,1435,1390.25,3.021717071533203
32,1430,1387.625,3.512859344482422
33,1415,1375.5,3.9916038513183594
34,1444,1411.0,3.717184066772461
35,1439,1379.5,2.994060516357422
36,1443,1385.25,3.5123825073242188
37,1436,1376.625,5.020618438720703
38,1432,1385.5,2.5670528411865234
39,1415,1366.75,3.028392791748047
40,1414,1372.5,3.9930343627929688
41,1449,1350.5,3.0601024627685547
42,1422,1357.5,3.0362606048583984
43,1399,1359.0,3.167390823364258
44,1443,1389.875,3.991365432739258
45,1417,1371.125,3.629446029663086
46,1415,1377.125,2.9888153076171875
47,1449,1401.25,2.5658607482910156
48,1410,1373.875,4.023551940917969
49,1411,1346.875,2.5064945220947266
50,1429,1387.625,3.0164718627929688
51,1448,1390.625,3.9942264556884766
52,1417,1372.0,3.0269622802734375
53,1442,1391.0,3.632783889770508
54,1412,1347.75,2.6464462280273438
55,1433,1363.5,3.99017333984375
56,1387,1342.375,3.023862838745117
57,1415,1354.25,3.018617630004883
58,1408,1358.375,4.958868026733398
59,1438,1393.875,2.9942989349365234
60,1435,1381.5,4.543781280517578
61,1444,1386.625,2.9916763305664062
62,1428,1364.0,4.135608673095703
63,1443,1374.25,2.991914749145508
64,1414,1367.625,3.635406494140625
65,1434,1387.5,4.00090217590332
66,1445,1386.375,2.621889114379883
67,1451,1384.875,4.132509231567383
68,1433,1383.875,3.026723861694336
69,1427,1364.125,5.0220489501953125
70,1427,1375.125,1.9958019256591797
71,1410,1356.875,3.099203109741211
72,1445,1379.375,2.995014190673828
73,1432,1381.0,3.018617630004883
74,1433,1333.875,3.0264854431152344
75,1435,1394.875,2.5637149810791016
76,1447,1397.25,4.535198211669922
77,1388,1338.75,2.548694610595703
78,1427,1392.25,3.9920806884765625
79,1445,1383.375,4.021644592285156
80,1438,1365.25,3.994464874267578
81,1425,1352.75,3.0193328857421875
82,1414,1343.625,3.0503273010253906
83,1435,1396.375,3.0145645141601562
84,1394,1352.375,4.210472106933594
85,1433,1356.375,3.0159950256347656
86,1424,1355.625,2.611398696899414
87,1425,1339.0,3.0946731567382812
88,1405,1358.375,4.0187835693359375
89,1424,1384.0,2.549409866333008
90,1442,1371.875,3.021240234375
91,1427,1391.625,3.6067962646484375
92,1408,1364.0,4.015445709228516
93,1424,1394.25,2.9909610748291016
94,1434,1387.125,3.0274391174316406
95,1388,1330.0,2.9914379119873047
96,1447,1349.125,3.6144256591796875
97,1437,1380.5,3.02886962890625
98,1392,1327.25,2.5675296783447266
99,1423,1378.125,4.205942153930664
100,1436,1392.0,3.0243396759033203
101,1431,1383.625,3.0205249786376953
102,1444,1392.25,3.0286312103271484
103,1430,1390.375,4.5833587646484375
104,1447,1400.75,3.022432327270508
105,1434,1370.875,2.597808837890625
106,1442,1364.375,3.023862838745117
107,1446,1376.5,5.598306655883789
108,1437,1370.0,3.0279159545898438
109,1428,1385.875,3.561258316040039
110,1438,1347.75,3.3922195434570312
111,1420,1377.0,3.0236244201660156
112,1380,1340.875,3.210783004760742
113,1440,1363.625,2.9942989349365234
114,1437,1360.25,4.568338394165039
115,1438,1384.75,3.026247024536133
116,1421,1373.375,3.60107421875
117,1438,1375.0,3.0279159545898438
118,1422,1352.25,4.443883895874023
119,1443,1363.625,2.992868423461914
120,1414,1374.5,2.017498016357422
121,1439,1352.75,3.562450408935547
122,1429,1357.75,4.020929336547852
123,1424,1357.0,2.612590789794922
124,1397,1373.875,3.0145645141601562
125,1422,1352.875,3.545522689819336
126,1444,1367.375,4.02069091796875
127,1450,1371.75,2.5587081909179688
128,1418,1353.25,3.012418746948242
129,1381,1347.5,3.000020980834961
130,1427,1382.0,3.0269622802734375
131,1445,1364.5,2.996206283569336
132,1426,1382.875,3.545522689819336
133,1438,1364.625,4.021883010864258
134,1392,1349.25,3.021240234375
135,1422,1362.25,3.031492233276367
136,1440,1374.625,3.0214786529541016
137,1444,1388.0,5.3310394287109375
138,1416,1339.5,4.021883010864258
139,1409,1360.875,3.2341480255126953
140,1427,1367.5,3.9565563201904297
141,1417,1375.25,3.02886962890625
142,1435,1383.75,2.9952526092529297
143,1413,1381.25,3.613710403442383
144,1393,1348.75,3.496885299682617
145,1429,1366.0,3.383636474609375
146,1442,1387.875,3.616809844970703
147,1362,1332.875,3.0906200408935547
148,1436,1388.875,4.13823127746582
149,1429,1380.125,2.0177364349365234
150,1430,1382.875,3.02886962890625
151,1446,1373.5,3.9551258087158203
152,1423,1365.875,4.928112030029297
153,1448,1390.125,2.994537353515625
154,1417,1393.75,3.598451614379883
155,1435,1367.25,4.988908767700195
156,1426,1347.375,2.5839805603027344
157,1454,1368.375,3.0150413513183594
158,1437,1377.25,2.367734909057617
159,1431,1391.75,4.194736480712891
160,1414,1367.75,3.9870738983154297
161,1423,1369.375,2.814054489135742
162,1443,1379.25,3.0171871185302734
163,1443,1381.875,4.241228103637695
164,1441,1368.875,3.016233444213867
165,1399,1371.625,2.5064945220947266
166,1418,1359.375,4.501104354858398
167,1450,1379.25,3.5347938537597656
168,1401,1353.375,2.9981136322021484
169,1425,1337.75,3.0252933502197266
170,1421,1377.75,4.155397415161133
171,1430,1388.25,2.9921531677246094
172,1444,1397.75,2.9582977294921875
173,1406,1367.625,4.987478256225586
174,1440,1399.125,3.233194351196289
175,1431,1370.875,4.012584686279297
176,1444,1361.625,3.7810802459716797
177,1450,1403.375,4.9896240234375
178,1430,1367.375,3.9453506469726562
179,1423,1346.75,3.02886962890625
180,1434,1382.125,4.352331161499023
181,1441,1392.625,2.984285354614258
