,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,277,179.375,0.9973049163818359
2,277,192.375,0.9980201721191406
3,277,188.375,0.0
4,277,198.25,0.0
5,277,214.0,0.0
6,277,226.75,0.0
7,277,208.875,0.0
8,284,216.75,0.0
9,284,207.375,0.9977817535400391
10,284,174.125,0.9970664978027344
11,284,220.5,0.0
12,284,217.5,0.0
13,284,208.375,0.0
14,284,191.625,0.0
15,284,182.25,0.9973049163818359
16,284,205.75,0.9973049163818359
17,284,227.25,0.9970664978027344
18,284,221.625,0.9980201721191406
19,284,209.5,0.0
20,284,211.5,0.0
21,284,201.125,0.0
22,284,219.5,0.0
23,284,209.375,0.0
24,284,198.5,0.0
25,284,185.625,0.0
26,284,192.875,0.0
27,284,166.75,0.0
28,284,210.75,0.9970664978027344
29,284,203.875,0.9970664978027344
30,284,213.0,0.0
31,284,199.0,0.0
32,284,212.375,0.0
33,284,171.625,1.506805419921875
34,284,196.125,0.0
35,284,183.625,0.0
36,284,189.5,1.4295578002929688
37,284,222.875,0.9975433349609375
38,284,179.875,0.0
39,284,200.375,0.0
40,284,214.25,0.0
41,284,207.125,0.0
42,284,187.375,0.0
43,284,188.25,1.5728473663330078
44,284,210.75,0.0
45,284,201.875,1.30462646484375
46,284,187.25,0.9999275207519531
47,284,204.25,0.0
48,284,178.25,0.0
49,284,177.0,0.0
50,284,174.625,0.0
51,284,210.125,0.0
52,284,209.125,0.0
53,284,182.25,0.9980201721191406
54,284,206.875,0.9975433349609375
55,284,224.875,0.0
56,284,198.125,0.0
57,284,211.625,0.0
58,284,228.75,0.9970664978027344
59,284,212.875,0.9975433349609375
60,284,203.875,1.0066032409667969
61,284,195.875,0.0
62,284,209.875,0.0
63,284,209.5,0.0
64,284,194.375,0.0
65,284,204.625,1.1315345764160156
66,284,216.0,0.0
67,284,218.75,0.0
68,284,191.125,0.0
69,284,242.0,0.9977817535400391
70,284,219.0,0.9970664978027344
71,284,227.125,0.9977817535400391
72,284,216.25,0.0
73,284,199.25,0.0
74,284,242.625,0.0
75,284,204.5,0.0
76,284,203.25,0.0
77,284,205.125,0.0
78,284,222.375,0.0
79,284,224.375,0.9961128234863281
80,284,219.75,0.0
81,284,220.125,0.0
82,284,215.375,0.0
83,284,213.625,0.9982585906982422
84,284,215.75,0.9970664978027344
85,284,230.875,0.0
86,284,194.125,0.0
87,284,194.75,0.0
88,284,186.625,1.308441162109375
89,284,171.5,0.9999275207519531
90,309,179.625,0.0
