,best,avg,cycle_time(ms)
0,0.0,0.0,0.0
1,1303.5299,1254.3971875,6.762504577636719
2,1281.7619,1256.4116375,6.6318511962890625
3,1299.1887,1247.39265,6.536722183227539
4,1283.9349,1257.014425,7.008552551269531
5,1295.1615,1234.89105,7.075071334838867
6,1318.5157,1253.3532375,7.048130035400391
7,1324.7900000000002,1245.6615125,8.075714111328125
8,1288.9231000000002,1257.2712000000001,7.013797760009766
9,1289.2672000000002,1248.9065500000002,7.590055465698242
10,1319.0481,1267.714325,6.3934326171875
11,1292.2997000000003,1259.688525,6.663799285888672
12,1294.6376,1269.1219125000002,6.590127944946289
13,1284.9051,1245.74825,6.139516830444336
14,1316.1395,1253.791125,6.559133529663086
15,1271.1843,1247.5218125000001,8.187532424926758
16,1311.0918000000001,1270.4005875,6.615877151489258
17,1311.4328,1261.3984249999999,7.659912109375
18,1272.0963,1240.6586249999998,6.494045257568359
19,1305.913,1274.7181125,8.051633834838867
20,1300.627,1269.600825,7.589578628540039
21,1292.3946,1270.8643000000002,8.286237716674805
22,1297.9040000000002,1268.1070125,8.567333221435547
23,1311.0918000000001,1261.8250750000002,7.586002349853516
24,1288.0513999999998,1242.0003,8.515596389770508
25,1311.0918000000001,1266.773775,7.006406784057617
26,1311.0918000000001,1257.353275,7.630109786987305
27,1309.4781,1238.7227750000002,7.623195648193359
28,1305.7266000000002,1248.152875,8.036375045776367
29,1299.7274,1263.925475,7.076740264892578
30,1296.6244000000002,1270.7954,7.625341415405273
31,1299.2378,1279.61175,6.576299667358398
32,1289.3611,1243.5030375000001,8.585929870605469
33,1289.6881999999998,1259.7292625,6.019115447998047
34,1306.2961,1262.0744124999999,7.492542266845703
35,1296.7557,1268.3069375,7.605314254760742
36,1283.9081999999999,1266.1980625,7.618188858032227
37,1307.1597,1256.4013,6.559133529663086
38,1321.2339000000002,1260.3998,6.497621536254883
39,1299.4209999999998,1266.8070374999998,8.153200149536133
40,1291.6051000000002,1251.3286875000001,6.491184234619141
41,1316.4387000000002,1254.5534749999997,6.98399543762207
42,1319.2599,1266.4021,7.44318962097168
43,1293.6206,1250.8736125,8.097171783447266
44,1309.7745000000002,1259.454525,6.068706512451172
45,1287.8274000000001,1266.7608625,7.5893402099609375
46,1321.17,1263.4864625,6.702423095703125
47,1322.0866,1277.3019375000001,7.492780685424805
48,1292.1088000000002,1248.4171625,6.01506233215332
49,1294.6376,1233.7092625,8.243799209594727
50,1308.0593,1270.246925,7.6007843017578125
51,1282.2509999999997,1259.0178875,6.987810134887695
52,1273.6192,1240.287775,6.938934326171875
53,1299.2984000000001,1258.2129875,7.997751235961914
54,1299.6146,1254.7182750000002,6.556272506713867
55,1304.1410999999998,1271.8149749999998,8.013010025024414
56,1294.6376000000002,1238.598775,6.627082824707031
57,1321.17,1262.5069625,7.326364517211914
58,1315.2688,1259.759725,6.585359573364258
59,1284.1111999999998,1261.9485375,6.591320037841797
60,1311.0918000000001,1255.5235125,7.552862167358398
61,1277.1933,1247.213225,6.569623947143555
62,1282.4324000000001,1249.28025,6.013631820678711
63,1293.9739000000002,1253.0557875,7.603883743286133
64,1296.3118,1266.574175,6.668806076049805
65,1304.1411000000003,1267.1788375,7.059812545776367
66,1308.0245999999997,1252.320525,6.016731262207031
67,1310.0429000000001,1265.4176499999999,8.371591567993164
68,1287.6112,1249.597525,7.600545883178711
69,1277.3013,1247.308,7.523059844970703
70,1292.2997000000003,1242.1019000000001,7.631063461303711
71,1284.8346000000001,1250.45135,8.433103561401367
72,1292.5695,1251.7864125,6.555318832397461
73,1320.7875,1267.6667874999998,6.49714469909668
74,1307.5330000000001,1273.6368000000002,7.552146911621094
75,1296.4921,1266.3775125,6.908178329467773
76,1291.5294,1245.2456124999999,6.782770156860352
77,1284.7333,1239.3749750000002,7.65538215637207
78,1292.3328,1245.7065499999999,7.6656341552734375
79,1310.0429,1258.5510125,9.164571762084961
80,1316.6681,1243.0444000000002,7.417201995849609
81,1286.4993,1270.8447499999997,8.752822875976562
82,1271.3682999999999,1245.5862000000002,6.490945816040039
83,1294.6376,1262.0726,8.609771728515625
84,1286.7512,1266.178825,7.122039794921875
85,1288.7667,1263.6569625000002,6.63447380065918
86,1292.2663,1245.4808625,7.018089294433594
87,1294.1195999999998,1261.0173499999999,7.999181747436523
88,1278.0843000000002,1241.66275,13.97705078125
89,1293.9739,1261.9051749999999,9.030818939208984
90,1292.2997,1253.4738499999999,13.390302658081055
91,1307.1596999999997,1270.5854625,9.716510772705078
92,1294.6376,1252.0935625,12.01009750366211
93,1301.3592999999998,1257.5154499999999,10.808944702148438
94,1278.9279999999999,1254.5286375,7.989406585693359
95,1293.9739,1263.1209125,10.766029357910156
96,1271.8697,1247.8697750000001,8.178472518920898
97,1296.3117999999997,1265.8454625000002,6.415128707885742
98,1294.6375999999998,1239.43485,11.629343032836914
