,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,1430,1391.875,3.9882659912109375
2,1441,1404.125,2.9916763305664062
3,1425,1402.0,3.99017333984375
4,1441,1386.75,2.9926300048828125
5,1361,1336.875,4.090547561645508
6,1438,1400.25,3.9920806884765625
7,1434,1387.75,2.9952526092529297
8,1434,1347.875,2.991199493408203
9,1438,1357.0,4.014015197753906
10,1434,1372.0,3.026247024536133
11,1435,1384.0,4.021167755126953
12,1447,1332.25,4.024028778076172
13,1427,1352.375,3.0181407928466797
14,1432,1347.75,3.0159950256347656
15,1431,1358.875,4.017353057861328
16,1439,1384.0,3.0813217163085938
17,1419,1359.875,3.0183792114257812
18,1438,1381.375,3.9930343627929688
19,1422,1355.375,3.015279769897461
20,1439,1390.5,3.140687942504883
21,1440,1375.0,3.0183792114257812
22,1425,1369.625,4.832029342651367
23,1438,1387.75,3.377676010131836
24,1445,1359.0,3.0176639556884766
25,1450,1390.5,4.024744033813477
26,1451,1380.0,2.994060516357422
27,1438,1380.75,2.9942989349365234
28,1450,1374.375,3.0150413513183594
29,1437,1361.125,4.983425140380859
30,1436,1355.25,2.994060516357422
31,1441,1380.125,3.0264854431152344
32,1439,1365.5,3.99017333984375
33,1422,1374.25,3.0281543731689453
34,1425,1376.625,3.0236244201660156
35,1440,1386.625,3.990650177001953
36,1434,1345.125,4.022121429443359
37,1422,1356.375,4.013299942016602
38,1435,1386.875,3.0193328857421875
39,1442,1382.375,3.9942264556884766
40,1447,1385.5,2.9964447021484375
41,1433,1381.25,3.026247024536133
42,1414,1356.5,3.984689712524414
43,1439,1384.875,3.99017333984375
44,1435,1375.0,3.0264854431152344
45,1419,1350.375,3.026247024536133
46,1411,1349.375,4.98652458190918
47,1444,1392.0,3.0317306518554688
48,1436,1378.25,3.030538558959961
49,1405,1342.375,2.9909610748291016
50,1390,1357.75,5.0220489501953125
51,1427,1358.5,3.026247024536133
52,1436,1378.5,3.0183792114257812
53,1426,1364.0,3.991365432739258
54,1442,1395.25,3.011465072631836
55,1433,1374.625,2.9947757720947266
56,1433,1362.75,3.016233444213867
57,1446,1382.25,3.9937496185302734
58,1427,1377.5,4.020929336547852
59,1440,1394.625,3.0236244201660156
60,1448,1385.375,2.9959678649902344
61,1443,1373.875,4.02069091796875
62,1444,1383.375,2.9916763305664062
63,1441,1371.125,3.0241012573242188
64,1416,1361.5,3.997325897216797
65,1430,1356.125,4.015207290649414
66,1434,1388.75,2.9909610748291016
67,1427,1381.125,3.0193328857421875
68,1416,1382.375,4.011869430541992
69,1443,1394.375,6.377935409545898
70,1433,1358.375,4.0130615234375
71,1448,1391.25,4.01759147644043
72,1426,1368.375,3.022432327270508
73,1433,1375.75,3.99017333984375
74,1412,1348.25,3.0241012573242188
75,1377,1335.875,3.9877891540527344
76,1425,1382.0,3.0274391174316406
77,1440,1365.875,3.0264854431152344
78,1448,1378.625,5.021810531616211
79,1433,1391.0,4.020452499389648
80,1432,1377.625,2.994060516357422
81,1427,1376.5,4.043102264404297
82,1446,1389.875,2.994537353515625
83,1410,1357.75,3.026247024536133
84,1450,1394.875,3.015756607055664
85,1438,1359.375,4.055023193359375
86,1413,1340.0,4.20379638671875
87,1448,1378.25,3.026247024536133
88,1433,1361.875,2.9916763305664062
89,1411,1359.75,3.0241012573242188
90,1439,1370.0,3.0291080474853516
91,1446,1392.0,3.018617630004883
92,1413,1356.5,4.988908767700195
93,1430,1365.25,2.9942989349365234
94,1431,1375.5,3.9911270141601562
95,1435,1383.625,3.986358642578125
96,1415,1366.0,3.023862838745117
97,1438,1387.75,3.028392791748047
98,1395,1338.75,3.0164718627929688
99,1424,1365.5,4.024505615234375
100,1385,1322.25,3.018617630004883
101,1427,1346.5,3.026723861694336
102,1448,1383.75,3.9920806884765625
103,1447,1352.125,3.9780139923095703
104,1435,1357.625,3.0274391174316406
105,1436,1381.25,3.0188560485839844
106,1442,1372.875,4.025936126708984
107,1412,1364.25,3.014802932739258
108,1439,1388.25,3.016233444213867
109,1424,1382.75,3.0176639556884766
110,1418,1349.625,4.012584686279297
111,1443,1362.75,4.249095916748047
112,1429,1375.375,3.0210018157958984
113,1429,1355.25,3.9916038513183594
114,1384,1340.25,2.99072265625
115,1429,1387.0,2.9942989349365234
116,1429,1368.875,3.0167102813720703
117,1407,1356.25,3.992795944213867
118,1410,1383.75,4.021406173706055
119,1422,1392.0,3.027200698852539
120,1431,1375.875,2.9942989349365234
121,1443,1387.375,3.021240234375
122,1450,1394.375,3.0248165130615234
123,1408,1339.875,3.306150436401367
124,1443,1403.5,3.9947032928466797
125,1423,1348.875,3.0231475830078125
126,1431,1350.625,3.026723861694336
127,1426,1364.5,2.9964447021484375
128,1442,1374.375,4.019021987915039
129,1441,1375.875,3.030061721801758
130,1414,1354.875,3.0930042266845703
131,1418,1385.625,4.992008209228516
132,1409,1331.625,3.027200698852539
133,1443,1390.625,3.0264854431152344
134,1437,1348.75,2.994060516357422
135,1429,1334.5,4.985332489013672
136,1419,1350.25,2.9964447021484375
137,1434,1346.875,3.0298233032226562
138,1427,1361.25,4.446744918823242
139,1441,1346.75,2.310037612915039
140,1387,1352.25,2.9938220977783203
141,1438,1370.5,3.9904117584228516
142,1414,1354.75,3.022432327270508
143,1432,1361.0,3.0286312103271484
144,1386,1331.375,2.2089481353759766
145,1406,1362.75,4.004001617431641
146,1427,1380.75,2.99072265625
147,1425,1372.375,3.0279159545898438
148,1426,1363.25,3.030061721801758
149,1449,1368.625,3.0236244201660156
150,1408,1339.5,3.0269622802734375
151,1422,1379.125,2.9954910278320312
152,1433,1363.75,4.9896240234375
153,1427,1377.25,3.027677536010742
154,1412,1350.125,2.9942989349365234
155,1441,1368.125,3.989696502685547
156,1441,1399.875,4.020452499389648
157,1432,1378.375,4.020929336547852
