,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,1446,1412.625,4.014253616333008
2,1425,1361.625,3.0307769775390625
3,1433,1367.75,2.9954910278320312
4,1431,1378.625,4.315853118896484
5,1434,1383.75,3.5393238067626953
6,1444,1370.125,3.4723281860351562
7,1425,1358.25,2.9909610748291016
8,1398,1354.5,4.494667053222656
9,1445,1406.125,4.015684127807617
10,1444,1413.625,2.9916763305664062
11,1445,1383.25,4.027366638183594
12,1439,1360.625,3.0281543731689453
13,1430,1375.25,4.5261383056640625
14,1442,1368.0,3.027200698852539
15,1407,1353.75,3.589630126953125
16,1439,1410.625,2.9947757720947266
17,1443,1405.375,2.550363540649414
18,1416,1362.875,3.9942264556884766
19,1434,1384.375,3.546476364135742
20,1415,1377.0,4.021406173706055
21,1433,1382.875,1.996755599975586
22,1428,1378.875,5.16819953918457
23,1422,1364.25,4.015922546386719
24,1421,1367.25,3.019571304321289
25,1426,1374.75,3.9887428283691406
26,1442,1379.5,3.339052200317383
27,1441,1363.625,3.991842269897461
28,1446,1365.75,3.810882568359375
29,1433,1379.625,3.9925575256347656
30,1439,1367.125,3.090381622314453
31,1390,1372.125,4.029035568237305
32,1429,1405.0,3.578662872314453
33,1436,1405.25,3.5741329193115234
34,1437,1353.875,4.532337188720703
35,1433,1365.5,5.982875823974609
36,1415,1355.875,4.979372024536133
37,1425,1371.125,3.6821365356445312
38,1411,1366.75,3.9892196655273438
39,1421,1364.25,3.4990310668945312
40,1410,1380.875,3.0143260955810547
41,1406,1372.0,3.499746322631836
42,1422,1380.25,3.0241012573242188
43,1437,1383.75,2.502918243408203
44,1423,1372.75,2.994537353515625
45,1439,1396.125,2.995014190673828
46,1458,1387.125,2.9947757720947266
