,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,269,174.75,0.0
2,269,221.0,0.0
3,269,219.875,0.0
4,269,180.625,0.9984970092773438
5,269,183.75,0.0
6,269,214.5,0.9980201721191406
7,269,197.75,0.9963512420654297
8,269,163.5,0.0
9,269,174.875,0.0
10,269,186.375,0.0
11,269,211.875,0.0
12,269,209.625,0.0
13,269,201.375,0.9951591491699219
14,269,159.5,0.9980201721191406
15,269,216.0,0.9975433349609375
16,269,205.75,0.0
17,269,213.375,0.0
18,269,180.875,0.9953975677490234
19,269,194.0,0.0
20,269,178.375,0.0
21,269,196.0,0.0
22,269,201.125,0.0
23,269,210.5,0.0
24,269,177.0,0.0
25,269,197.125,0.0
26,309,194.75,0.9975433349609375
