,best,avg
450,13330044,10999443.375
451,13330044,11627606.125
452,13330044,12185199.75
453,13330044,12246551.0
454,13330044,11265756.125
455,13330044,11637542.0
456,13330044,12015435.875
457,13330044,12431500.25
458,13330044,12322219.75
459,13330044,11617031.25
460,13330044,11263296.375
461,13330044,10790824.0
462,13330044,11978492.625
463,13330044,11527647.25
464,13330044,11953221.75
465,13330044,12492980.0
466,13330044,12163659.625
467,13330044,12173960.375
468,13330044,11499916.375
469,13330044,12275938.875
470,13330044,11551297.75
471,13330044,12394558.375
472,13330044,12044163.5
473,13330044,10981576.5
474,13330044,10420502.0
475,13330044,10658937.25
476,13330044,11015751.75
477,13330044,11271874.25
478,13330044,12482834.125
479,13330044,11871972.0
480,13330044,12503832.375
481,13330044,11661824.5
482,13330044,12286973.125
483,13330044,11224103.125
484,13330044,11599448.0
485,13330044,11663359.0
486,13330044,12161392.25
487,13330044,11747818.0
488,13330044,12033359.125
489,13330044,12767957.25
490,13330044,12225451.0
491,13330044,10943105.625
492,13330044,12076049.5
493,13330044,9710624.75
494,13330044,10908418.75
495,13330044,12629973.5
496,13330044,11684424.625
497,13330044,12201158.75
498,13330044,12083733.5
499,13330044,11639128.125
500,13330044,12464409.375
501,13330044,11685644.0
502,13330044,12444552.375
503,13330044,12414452.875
504,13330044,11552575.375
505,13330044,12457843.25
506,13330044,11695628.125
507,13330044,11695768.875
508,13330044,11908766.875
509,13330044,11480316.0
510,13330044,10592141.625
511,13330044,9555370.875
512,13330044,10793084.625
513,13330044,11817893.25
514,13330044,11293673.25
515,13330044,12183363.0
516,13330044,11772858.25
517,13330044,12519359.0
518,13330044,12435866.375
519,13330044,11887006.875
520,13330044,11998749.5
521,13330044,11727883.875
522,13330044,12298574.625
523,13330044,12158951.0
524,13330044,12063523.875
525,13330044,12478257.875
526,13330044,12073341.625
527,13330044,11778123.125
528,13330044,12617640.25
529,13330044,11502118.875
530,13330044,11279439.5
531,13330044,11893897.625
532,13330044,12222776.5
533,13330044,11124237.0
534,13330044,10983296.75
535,13330044,11455058.0
536,13330044,11633645.25
537,13330044,12109552.0
538,13330044,11996265.375
539,13330044,11970445.0
540,13330044,11477314.125
541,13330044,11542141.125
542,13330044,12200009.875
543,13330044,11631942.0
544,13330044,12419597.75
545,13330044,12170580.25
546,13330044,11383714.125
547,13330044,11652408.25
548,13330044,12544345.75
549,13330044,11646777.0
550,13330044,12505314.0
551,13330044,11516663.5
552,13330044,12639261.0
553,13330044,12317491.375
554,13330044,12191343.625
555,13330044,11520994.5
556,13330044,11854393.125
557,13330044,11679092.25
558,13330044,12085911.125
559,13330044,12859607.125
560,13330044,12317792.625
561,13330044,12004733.125
562,13330044,11421293.375
563,13330044,12058158.75
564,13330044,12336542.625
565,13330044,11509540.5
566,13330044,11835848.625
567,13330044,11618700.75
568,13330044,11723510.75
569,13330044,11089767.0
570,13330044,11656022.75
571,13330044,11789511.25
572,13330044,12502099.875
573,13330044,12189363.5
574,13330044,12440096.75
575,13330044,11702376.625
576,13330044,12277428.0
577,13330044,12683304.125
578,13330044,11993104.625
579,13330044,12062592.875
580,13330044,11878788.25
581,13330044,11366583.5
582,13330044,10956948.25
583,13330044,11027730.125
584,13330044,11488119.25
585,13330044,12006301.375
586,13330044,11781882.25
587,13330044,11837536.75
588,13330044,11406857.875
589,13330044,11828853.375
590,13330044,11528499.875
591,13330044,12527097.0
592,13330044,12662083.125
593,13330044,11443192.125
594,13330044,12023007.5
595,13330044,11044138.0
596,13330044,11095196.25
597,13330044,12100629.0
598,13330044,11638189.375
599,13330044,11776282.0
600,13330044,10969106.375
601,13330044,11855996.0
602,13330044,12028562.75
603,13330044,12164428.25
604,13330044,11809965.75
605,13330044,11873909.25
606,13330044,11773876.625
607,13330044,11866336.875
608,13330044,11763963.25
609,13330044,12303091.5
610,13330044,12389819.875
611,13330044,12100693.75
612,13330044,12451539.375
613,13330044,11891980.5
614,13330044,12101216.125
615,13330044,10815376.5
616,13330044,10608570.0
617,13330044,12131358.625
618,13330044,11819715.375
619,13330044,12238906.875
620,13330044,12033156.125
621,13330044,11721883.0
622,13330044,11429524.125
623,13330044,12091910.625
624,13330044,11624450.375
625,13330044,12117286.875
626,13330044,11956781.375
627,13330044,12269683.625
628,13330044,11891553.75
629,13330044,11645402.125
630,13330044,11371547.875
631,13330044,11568699.25
632,13330044,11357481.125
633,13330044,11737426.875
634,13330044,11729764.375
635,13330044,11950244.125
636,13330044,12185427.5
637,13330044,12175906.5
638,13330044,11410468.25
639,13330044,11920162.25
640,13330044,11959760.25
641,13330044,11723107.875
642,13390121,12364568.375
643,13390121,12279682.75
644,13390121,11127782.25
645,13390121,12344949.875
646,13390121,12229714.25
647,13390121,12388904.5
648,13390121,12003198.125
649,13390121,12211885.625
650,13390121,12435511.25
651,13390121,12352008.0
652,13390121,11843128.125
653,13390121,12641793.375
654,13390121,11675192.0
655,13390121,11359629.75
656,13390121,10918727.625
657,13390121,12207032.875
658,13390121,12442826.25
659,13390121,11620072.25
660,13390121,10854024.375
661,13390121,11019496.0
662,13390121,12547383.875
663,13390121,12563585.75
664,13390121,12278114.625
665,13390121,11435718.0
666,13390121,11534873.0
667,13390121,12372810.375
668,13390121,12103193.375
669,13390121,11242569.375
670,13390121,12272248.125
671,13390121,11408574.25
672,13390121,11680214.25
673,13390121,11875944.0
674,13390121,12393497.25
675,13390121,11736501.125
676,13390121,11159923.375
677,13390121,12092128.625
678,13390121,12934938.375
679,13390121,12559697.5
680,13390121,12589730.875
681,13390121,12408541.375
682,13390121,11649873.0
683,13390121,11860925.5
684,13390121,11996129.5
685,13390121,12216429.5
686,13390121,12328799.625
687,13390121,11868584.625
688,13390121,11944233.5
689,13390121,12341802.875
690,13390121,12679288.625
691,13390121,12366901.0
692,13390121,11283179.125
693,13390121,11950148.875
694,13390121,12125893.5
695,13390121,11359709.75
696,13390121,11810513.875
697,13390121,12266170.375
698,13390121,12546655.375
699,13390121,12642756.125
700,13390121,12542783.25
701,13390121,11935482.625
702,13390121,12331801.25
703,13390121,11308243.75
704,13390121,10287050.875
705,13390121,11610740.375
706,13390121,12110811.125
707,13390121,11848221.375
708,13390121,11947340.125
709,13390121,12312138.625
710,13390121,11884470.75
711,13390121,12520254.125
712,13390121,11400939.125
713,13390121,12081678.0
714,13390121,12356355.0
715,13390121,12238438.5
716,13390121,12347705.5
717,13390121,12083577.875
718,13390121,12225132.75
719,13390121,10863621.75
720,13390121,12159479.375
721,13390121,12250796.5
722,13390121,11888538.0
723,13390121,11814960.25
724,13390121,12621556.875
725,13390121,12404797.125
726,13390121,12276533.75
727,13390121,11520917.0
728,13390121,11683923.625
729,13390121,11983395.75
730,13390121,12111960.5
731,13390121,11549421.75
732,13390121,11457057.875
733,13390121,12043833.125
734,13390121,10865973.5
735,13390121,9437951.625
736,13390121,11322718.25
737,13390121,11293991.875
738,13390121,10420307.375
739,13390121,11076469.125
740,13390121,11243792.125
741,13390121,12348030.5
742,13390121,11934895.75
743,13390121,12138469.625
744,13390121,11401467.625
745,13390121,12531020.25
746,13390121,12035153.0
747,13390121,12273239.5
748,13390121,12389816.0
749,13390121,10987848.375
750,13390121,11983937.25
751,13390121,11852859.0
752,13390121,11927165.875
753,13390121,11903517.75
754,13390121,12322890.625
755,13390121,12846734.5
756,13390121,11657922.0
757,13390121,12073348.625
758,13390121,11287869.0
759,13390121,10844125.625
760,13390121,11100394.625
761,13390121,11381617.375
762,13390121,12039138.375
763,13390121,11407035.0
764,13390121,11856142.25
765,13390121,11860697.125
766,13390121,11761358.5
767,13390121,12587714.875
768,13390121,12294708.625
769,13390121,11877871.0
770,13390121,12231909.375
771,13390121,12716338.125
772,13390121,12096214.625
773,13390121,11845824.125
774,13390121,11774614.125
775,13390121,11585050.75
776,13390121,12347118.125
777,13390121,11926267.375
778,13390121,11601313.375
779,13390121,12262247.75
780,13390121,12242233.25
781,13390121,11826569.75
782,13390121,12280410.25
783,13390121,12620058.875
784,13390121,12223133.125
785,13390121,12617227.75
786,13390121,11871722.25
787,13390121,11241481.125
788,13390121,11831351.375
789,13390121,11351701.0
790,13390121,12056445.5
791,13390121,12422731.875
792,13390121,11192502.75
793,13390121,11219767.5
794,13390121,11998484.5
795,13390121,11877615.875
796,13390121,12028086.625
797,13390121,12476351.375
798,13390121,11724641.125
799,13390121,12051220.75
800,13390121,12588611.125
801,13390121,11625059.875
802,13390121,12078521.875
803,13390121,11484633.25
804,13390121,11695770.0
805,13390121,11752544.625
806,13390121,12343885.75
807,13390121,12094253.625
808,13390121,12336062.625
809,13390121,12579244.625
810,13390121,11171970.75
811,13390121,11602263.625
812,13390121,11820509.875
813,13390121,10760856.75
814,13390121,12721530.625
815,13390121,11959295.0
816,13390121,11266434.375
817,13390121,11452526.75
818,13390121,11264720.5
819,13390121,12071598.25
820,13390121,12086127.875
821,13390121,12169640.375
822,13390121,11709702.5
823,13390121,11652989.375
824,13390121,11544195.625
825,13390121,11079053.875
826,13390121,12090124.375
827,13390121,12006780.125
828,13390121,12322917.875
829,13390121,11948175.125
830,13390121,11345807.5
831,13390121,11628853.125
832,13390121,12829964.875
833,13390121,11487916.625
834,13390121,12272675.125
835,13390121,11350709.0
836,13390121,12258860.25
837,13390121,12322439.0
838,13390121,10599736.25
839,13390121,11387187.625
840,13390121,12082747.75
841,13390121,12251424.125
842,13390121,10979317.875
843,13390121,11484454.5
844,13390121,11672743.75
845,13390121,11703654.0
846,13390121,12369242.875
847,13390121,12269886.625
848,13390121,12562928.5
849,13390121,12216479.375
850,13390121,12091161.25
851,13390121,11423909.75
852,13390121,12210047.625
853,13390121,11246520.125
854,13390121,12586590.625
855,13390121,12613110.375
856,13390121,12210244.5
857,13390121,12065117.125
858,13390121,11646509.625
859,13390121,10748352.75
860,13390121,11054042.75
861,13390121,11471060.25
862,13390121,11059587.25
863,13390121,11026250.375
864,13390121,10891074.5
865,13390121,12279635.0
866,13390121,12116194.125
867,13390121,12283017.625
868,13390121,12665464.625
869,13390121,11994082.25
870,13390121,10041216.875
871,13390121,11116230.875
872,13390121,11529439.875
873,13390121,10933784.75
874,13390121,12149685.875
875,13390121,11945834.375
876,13390121,12169583.25
877,13390121,11260918.75
878,13390121,12191065.75
879,13390121,11974444.375
880,13390121,12317164.375
881,13390121,12284035.0
882,13390121,12563251.875
883,13390121,12187235.625
884,13390121,12869260.5
885,13390121,10896541.0
886,13390121,11706592.625
887,13390121,11820264.625
888,13390121,11990877.875
889,13390121,12248661.75
890,13390121,12425961.875
891,13390121,12099872.75
892,13390121,12054057.875
893,13390121,12128972.625
894,13390121,10668541.375
895,13390121,10981820.0
896,13390121,10979987.125
897,13390121,11889104.25
898,13390121,10586699.625
899,13390121,10889183.375
900,13390121,11267966.25
901,13390121,11305758.75
902,13390121,12052845.5
903,13390121,11645640.875
904,13390121,11918085.5
905,13390121,11737707.875
906,13390121,11445321.125
907,13390121,11104374.25
908,13390121,11231317.25
909,13390121,12009834.375
910,13390121,12021382.75
911,13390121,11255843.5
912,13390121,11972211.0
913,13390121,12235185.375
914,13390121,12550483.5
915,13390121,12209338.625
916,13390121,11364656.875
917,13390121,11659193.25
918,13390121,12503036.25
919,13390121,11950490.75
920,13390121,11512575.0
921,13390121,11552662.5
922,13390121,11341569.75
923,13390121,10675783.125
924,13390121,12222041.25
925,13390121,12324991.25
926,13390121,11790827.875
927,13390121,12119410.625
928,13390121,11405494.0
929,13390121,12498098.25
930,13390121,12233952.875
931,13390121,12590162.0
932,13390121,11981576.375
933,13390121,12155688.875
934,13390121,11383060.0
935,13390121,11480548.125
936,13390121,11613978.125
937,13390121,11643490.625
938,13390121,11423240.5
939,13390121,12398254.75
940,13390121,11564411.75
941,13390121,11391469.5
942,13390121,12198034.375
943,13390121,12085295.375
944,13390121,11541286.125
945,13390121,12257875.0
946,13390121,11579880.625
947,13390121,11681982.625
948,13390121,11467076.125
949,13390121,11410768.0
950,13390121,11982037.25
951,13390121,12170973.0
952,13390121,12018697.125
953,13390121,11734096.375
954,13390121,11240091.25
955,13390121,12071029.875
956,13390121,11667054.875
957,13390121,12469123.5
958,13390121,11987649.125
959,13390121,12388029.875
960,13390121,11844195.375
961,13390121,11736699.875
962,13390121,11784078.75
963,13390121,12005597.5
964,13390121,11992521.125
965,13390121,11670964.75
966,13390121,12073113.625
967,13390121,12097067.0
968,13390121,12650558.375
969,13390121,12139138.125
970,13390121,11998699.625
971,13390121,12220062.125
972,13390121,11987952.5
973,13390121,11400892.125
974,13390121,12186634.625
975,13390121,12034547.625
976,13390121,12440825.25
977,13390121,12302298.125
978,13390121,12045870.125
979,13390121,12852478.5
980,13390121,12403496.25
981,13390121,12435115.75
982,13390121,11845894.75
983,13390121,12692370.125
984,13390121,12178313.25
985,13390121,11690699.25
986,13390121,11583562.125
987,13390121,11879371.5
988,13390121,12297985.5
989,13390121,12468556.0
990,13390121,12048188.5
991,13390121,12743154.75
992,13390121,11991614.5
993,13390121,12588200.875
994,13390121,11993188.25
995,13390121,11706093.125
996,13390121,11687213.0
997,13390121,11543739.25
998,13390121,11972363.0
999,13390121,11989894.25
1000,13390121,11746599.125
1001,13390121,12088857.375
1002,13390121,11943276.875
1003,13390121,11935052.875
1004,13390121,12109263.75
1005,13390121,11222079.625
1006,13390121,11934159.625
1007,13390121,12659057.625
1008,13390121,12110249.375
1009,13390121,11255926.125
1010,13390121,11535212.0
1011,13390121,11582336.5
1012,13390121,11634129.5
1013,13390121,12484946.75
1014,13390121,10851836.5
1015,13390121,11197224.5
1016,13390121,11149853.875
1017,13390121,12353784.375
1018,13390121,12195357.25
1019,13390121,11220706.375
1020,13390121,11217657.75
1021,13390121,11835969.25
1022,13390121,12932195.625
1023,13390121,12935066.375
1024,13390121,12547608.625
1025,13390121,12030419.125
1026,13390121,11835999.125
1027,13390121,12161196.125
1028,13390121,11344507.25
1029,13390121,11882958.375
1030,13390121,11940182.125
1031,13390121,12372006.0
1032,13390121,12062835.375
1033,13390121,12626505.25
1034,13390121,11620286.375
1035,13390121,11397751.75
1036,13390121,12329890.875
1037,13390121,12293316.0
1038,13390121,11811212.125
1039,13390121,12003715.125
1040,13390121,12659126.625
1041,13390121,12123951.0
1042,13390121,12225387.25
1043,13390121,12025931.0
1044,13390121,12141501.0
1045,13390121,12344515.125
1046,13390121,12362556.875
1047,13390121,12517793.75
1048,13390121,11408262.375
1049,13390121,11780218.875
1050,13390121,11834799.125
1051,13390121,11672995.625
1052,13390121,11423522.375
1053,13390121,11392444.75
1054,13390121,11922564.75
1055,13390121,12573580.75
1056,13390121,12338596.5
1057,13390121,11563193.125
1058,13390121,12560377.625
1059,13390121,11519549.5
1060,13390121,12307483.125
1061,13390121,12032334.5
1062,13390121,11290522.75
1063,13390121,11689779.125
1064,13390121,10861528.625
1065,13390121,12097551.625
1066,13390121,11422661.125
1067,13390121,13042864.375
1068,13390121,11882148.625
1069,13390121,11144962.5
1070,13390121,11741525.75
1071,13390121,11764320.125
1072,13390121,11651470.0
1073,13390121,11542316.5
1074,13390121,11807839.25
1075,13390121,12213134.625
1076,13390121,11318608.75
1077,13390121,11365539.0
1078,13390121,12223086.0
1079,13390121,11650796.75
1080,13390121,12224174.625
1081,13390121,11233301.25
1082,13390121,11769704.0
1083,13390121,12282908.5
1084,13390121,11874166.125
1085,13390121,11162858.875
1086,13390121,11369265.5
1087,13390121,10843532.0
1088,13390121,11782266.25
1089,13390121,11743451.875
1090,13390121,12075138.375
1091,13390121,12314921.375
1092,13390121,10414300.875
1093,13390121,12121930.625
1094,13390121,12103478.5
1095,13390121,11575460.875
1096,13390121,12024270.0
1097,13390121,12083039.625
1098,13390121,11949521.625
1099,13390121,12681894.875
1100,13390121,12476954.625
1101,13390121,12009733.625
1102,13390121,11789293.375
1103,13390121,12363558.0
1104,13390121,12392584.875
1105,13390121,12090948.75
1106,13390121,12328556.5
1107,13390121,12252568.375
1108,13390121,12174884.375
1109,13390121,11877539.0
1110,13390121,11527344.75
1111,13390121,12132545.875
1112,13390121,11253053.125
1113,13390121,12708565.125
1114,13390121,11820963.5
1115,13390121,12138293.0
1116,13390121,12010460.75
1117,13390121,12560309.0
1118,13390121,11208253.75
1119,13390121,11693274.0
1120,13390121,11664714.0
1121,13390121,12518934.0
1122,13390121,11703727.375
1123,13390121,12256996.5
1124,13390121,11841221.75
1125,13390121,12345773.125
1126,13390121,12187571.5
1127,13390121,11797493.25
1128,13390121,11951221.375
1129,13469034,11694468.25
1130,13469034,12093866.0
1131,13469034,12266098.75
1132,13469034,12226601.875
1133,13469034,12393929.875
1134,13469034,12096612.0
1135,13469034,12140388.875
1136,13469034,12226309.25
1137,13469034,12423852.75
1138,13469034,12261398.75
1139,13469034,11736559.75
1140,13469034,12388718.125
1141,13469034,12356627.75
1142,13469034,12133510.375
1143,13469034,12351388.125
1144,13469034,12577319.75
1145,13469034,11529639.375
1146,13469034,11724676.25
1147,13469034,11038654.875
1148,13469034,11859724.125
1149,13469034,12312698.0
1150,13469034,12052563.0
1151,13469034,12740564.125
1152,13469034,12172241.125
