,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,244,184.375,0.0
2,244,174.125,0.0
3,244,207.5,0.0
4,244,197.0,0.0
5,244,217.375,0.0
6,247,191.875,0.0
7,252,204.25,0.0
8,263,187.5,1.0094642639160156
9,263,215.875,1.0001659393310547
10,263,177.625,0.0
11,263,167.375,0.0
12,263,223.375,0.0
13,263,202.625,0.0
14,263,190.375,0.9973049163818359
15,263,191.75,0.9973049163818359
16,263,208.625,0.9963512420654297
17,263,209.75,0.9984970092773438
18,263,202.875,0.0
19,263,190.25,0.0
20,263,193.0,0.0
21,266,215.375,0.0
22,309,225.0,0.9973049163818359
