,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,216,171.0,0.0
2,252,179.0,0.0
3,258,187.5,0.0
4,258,188.0,0.0
5,258,185.25,0.0
6,258,175.625,0.0
7,258,175.25,1.0123252868652344
8,265,212.0,0.0
9,270,226.875,0.0
10,270,218.5,0.0
11,270,192.5,0.0
12,270,202.0,0.9975433349609375
13,270,214.5,0.9970664978027344
14,270,195.25,0.9970664978027344
15,277,192.75,0.0
16,277,205.625,0.0
17,277,197.0,0.0
18,277,200.25,0.0
19,277,201.0,0.9973049163818359
20,277,206.0,0.9975433349609375
21,277,224.25,0.0
22,277,216.125,0.0
23,277,206.875,0.0
24,277,218.0,0.9903907775878906
25,277,217.0,0.0
26,277,207.0,0.0
27,277,196.75,0.0
28,277,161.375,0.0
29,277,186.875,0.0
30,277,178.375,0.9970664978027344
31,277,196.0,0.9973049163818359
32,277,219.25,0.0
33,277,213.0,0.0
34,277,186.75,0.0
35,277,199.875,0.9968280792236328
36,277,205.0,0.9973049163818359
37,277,197.5,0.9975433349609375
38,277,175.75,0.0
39,277,211.375,0.0
40,277,189.875,0.0
41,277,175.25,0.0
42,277,205.25,0.0
43,277,192.0,0.9641647338867188
44,277,179.125,0.0
45,277,177.75,0.0
46,277,214.75,0.0
47,277,245.875,0.0
48,277,218.625,0.0
49,277,197.75,0.9980201721191406
50,284,207.5,0.9973049163818359
51,284,220.625,0.0
52,284,189.375,0.0
53,284,221.125,0.0
54,284,236.5,0.0
55,284,221.0,0.0
56,284,199.75,0.9973049163818359
57,284,185.25,0.9975433349609375
58,284,199.75,1.3952255249023438
59,284,216.0,0.0
60,284,222.0,0.0
61,284,197.375,0.0
62,284,196.375,0.0
63,284,213.25,0.0
64,284,202.625,0.0
65,284,224.5,0.0
66,284,219.625,0.0
67,284,197.625,0.0
68,284,182.0,0.0
69,284,209.125,0.0
70,284,224.25,0.9982585906982422
71,284,198.125,0.0
72,284,194.625,0.0
73,284,218.0,0.0
74,284,196.5,0.0
75,284,200.125,0.0
76,284,206.625,0.0
77,284,246.0,0.0
78,284,228.375,0.0
79,284,225.5,0.9982585906982422
80,284,192.25,0.9970664978027344
81,284,210.625,0.9973049163818359
82,284,189.125,0.9975433349609375
83,309,247.25,0.9973049163818359
