,best,avg,cycle_time(ms)
0,0,0.0,0.0
1,1442,1366.25,3.024578094482422
2,1427,1367.125,3.0159950256347656
3,1439,1410.625,3.3445358276367188
4,1443,1345.625,3.9882659912109375
5,1436,1372.75,3.637552261352539
6,1446,1399.0,3.0155181884765625
7,1444,1409.75,4.201650619506836
8,1444,1387.75,3.988981246948242
9,1435,1395.375,3.988504409790039
10,1437,1357.25,3.008604049682617
11,1441,1380.0,3.9877891540527344
12,1435,1394.375,3.4074783325195312
13,1437,1372.125,3.027200698852539
14,1403,1331.0,3.5359859466552734
15,1433,1371.75,3.9877891540527344
16,1435,1380.75,3.498554229736328
17,1446,1388.625,3.992319107055664
18,1441,1390.625,3.99017333984375
19,1420,1389.25,3.0150413513183594
20,1433,1375.125,1.996755599975586
21,1438,1382.25,3.989696502685547
22,1436,1389.875,3.9894580841064453
23,1426,1373.125,3.069639205932617
24,1436,1391.0,2.9952526092529297
25,1395,1343.0,2.5777816772460938
26,1440,1363.875,4.010915756225586
27,1438,1347.75,2.561807632446289
28,1401,1355.0,3.0145645141601562
29,1423,1355.875,4.157543182373047
30,1430,1339.875,3.0155181884765625
31,1430,1392.75,3.0031204223632812
32,1448,1384.625,2.9952526092529297
33,1431,1372.625,3.987550735473633
34,1415,1343.25,3.610849380493164
35,1433,1360.875,2.849102020263672
36,1423,1346.125,4.582405090332031
37,1427,1346.875,2.9997825622558594
38,1442,1387.25,2.543926239013672
39,1419,1383.25,3.012418746948242
40,1417,1391.0,3.9932727813720703
41,1444,1370.125,3.0155181884765625
42,1429,1374.5,3.017902374267578
43,1426,1394.25,3.18145751953125
44,1426,1379.375,3.9856433868408203
45,1446,1382.25,2.499818801879883
46,1442,1390.5,3.0295848846435547
47,1428,1354.25,3.5736560821533203
48,1458,1375.125,5.025386810302734
